id,url,price,page_number,scraped_at
1013718487,https://krisha.kz/a/show/1013718487,250000,67,2026-08-23T14:28:12+00:00
1013721679,https://krisha.kz/a/show/1013721679,650000,67,2026-08-23T14:28:12+00:00
1013926104,https://krisha.kz/a/show/1013926104,300000,67,2026-08-23T14:28:12+00:00
1001755340,https://krisha.kz/a/show/1001755340,330000,67,2026-08-23T14:28:12+00:00
1011576332,https://krisha.kz/a/show/1011576332,1200000,67,2026-08-23T14:28:12+00:00
1014827398,https://krisha.kz/a/show/1014827398,300000,67,2026-08-23T14:28:12+00:00
1014841894,https://krisha.kz/a/show/1014841894,400000,67,2026-08-23T14:28:12+00:00
682383567,https://krisha.kz/a/show/682383567,300000,67,2026-08-23T14:28:12+00:00
1000979366,https://krisha.kz/a/show/1000979366,300000,67,2026-08-23T14:28:12+00:00
1013417849,https://krisha.kz/a/show/1013417849,600000,67,2026-08-23T14:28:12+00:00
1015027653,https://krisha.kz/a/show/1015027653,260000,67,2026-08-23T14:28:12+00:00
1015027572,https://krisha.kz/a/show/1015027572,330000,68,2026-08-23T14:28:15+00:00
1015027454,https://krisha.kz/a/show/1015027454,250000,68,2026-08-23T14:28:15+00:00
1000770766,https://krisha.kz/a/show/1000770766,230000,68,2026-08-23T14:28:15+00:00
1003516593,https://krisha.kz/a/show/1003516593,400000,68,2026-08-23T14:28:15+00:00
1013461872,https://krisha.kz/a/show/1013461872,400000,68,2026-08-23T14:28:15+00:00
1014431966,https://krisha.kz/a/show/1014431966,300000,68,2026-08-23T14:28:15+00:00
1014826756,https://krisha.kz/a/show/1014826756,800000,68,2026-08-23T14:28:15+00:00
1004070348,https://krisha.kz/a/show/1004070348,600000,68,2026-08-23T14:28:15+00:00
698941670,https://krisha.kz/a/show/698941670,350000,68,2026-08-23T14:28:15+00:00
1006286412,https://krisha.kz/a/show/1006286412,380000,68,2026-08-23T14:28:15+00:00
1015026685,https://krisha.kz/a/show/1015026685,450000,68,2026-08-23T14:28:15+00:00
695147129,https://krisha.kz/a/show/695147129,350000,68,2026-08-23T14:28:15+00:00
